Invoice No,Total Invoice Value
C572448,-328
C572449,-8
C572450,-277
572451,644
572452,190
572453,138
572454,110
C572455,-295
572457,618
C572456,-203
572458,328
572459,532
572460,328
572461,120
572462,330
C572463,-70
572464,98
572465,468
572466,34
C572467,-318
572468,0
C572469,-19
C572470,-259
C572471,-2
572472,142
C572473,-2
572474,144
572475,262
572476,0
572477,0
C572478,-4
C572479,-21
572480,0
C572481,-88
C572482,-1
572483,68
572484,204
C572485,-29
C572486,0
572487,28
C572488,-29
572490,132
C572489,-9
C572491,-17
C572492,-14
572499,1146
572504,72
572509,329
572510,0
572511,372
572512,176
572513,326
572514,0
572515,2
572516,0
572517,199
572518,192
572519,114
572520,348
572521,32
572527,0
572528,259
C572529,-54
C572530,-20
C572531,0
C572532,-4
572533,0
572534,0
C572535,-12
572536,0
572537,0
572539,0
C572538,-12
572540,2754
572541,101
572542,419
572543,0
572544,154
572545,1584
C572546,-6
572547,0
572548,0
572549,1551
572550,2030
572552,3017
C572551,-425
572553,1988
C572554,-36
572555,36
C572556,-36
572557,0
572558,219
572559,304
572560,580
572561,344
572562,314
572563,248
572564,0
572565,468
572566,124
572567,978
572568,492
572569,92
572612,188
572613,345
572614,0
572615,0
572616,24
572617,423
572650,224
572651,526
572652,750
572653,305
572654,36
572655,475
572656,288
572657,350
572658,248
572660,200
C572659,-80
572661,264
572662,467
572663,34
572664,162
572665,4
572666,84
572667,188
572668,116
572669,315
572670,0
572671,790
572672,526
572673,142
572674,116
572675,80
572676,1119
572677,48
572678,36
572679,24
572680,229
572681,373
572682,87
572683,312
572684,0
572685,0
572686,0
572687,0
572688,164
572689,0
572690,0
572691,0
572692,0
572693,0
572694,0
572695,288
572696,3250
572697,0
572698,0
572699,0
572700,0
572701,0
572702,0
572703,436
572704,2168
572716,0
572718,139
572719,668
572720,56
572721,280
C572722,-16
572723,0
572724,0
572725,0
572726,481
572731,0
572732,77
572733,340
572734,1151
572735,531
C572736,-18
572737,186
572738,36
572739,0
572740,0
572741,540
572742,188
572743,368
572744,119
572745,25
572746,136
C572747,-14
572748,0
572749,0
C572750,-9
572751,294
572752,174
572753,182
C572754,-360
572755,179
572756,240
572757,24
572758,2059
572759,0
572760,108
C572761,-28
572762,204
572763,132
572764,257
572765,1728
572766,1250
572767,471
572768,168
572769,842
572770,360
572771,184
572772,1388
572773,36
572774,3
572775,262
572792,6
572810,287
572811,229
572812,126
572830,117
C572831,-25
572832,1
572833,22
572834,47
572835,397
572836,154
572837,254
572838,44
572843,790
572845,0
572846,218
572847,89
572848,158
572849,33
572851,360
C572850,-15
572852,0
572853,395
572854,320
572856,92
C572855,-71
572857,72
572858,64
572859,261
572860,102
572861,331
572862,88
572863,116
C572864,-12
572865,121
572866,113
572867,129
572868,106
572869,960
572870,224
572871,150
572872,144
572873,212
572874,318
572875,12
572876,60
572877,228
572878,260
572879,108
572880,135
572881,312
572882,364
572883,8
572884,230
572885,293
572886,339
572887,657
572888,576
572889,120
572890,0
572891,0
572892,228
572893,48
572894,50
572895,57
572896,624
572897,3388
572898,0
572899,456
572900,60
572901,93
572902,456
572903,86
572904,152
572905,117
572906,122
572907,148
572908,218
572909,257
572910,217
572911,424
572912,106
572913,527
572914,84
C572916,-24
C572917,-12
572918,164
572919,0
572920,0
572921,298
572922,50
572923,386
572924,392
572925,169
572926,255
C572927,-9
572928,102
572929,8
572930,281
572931,90
572932,292
572933,318
572934,160
572935,254
572946,398
572960,104
572964,514
572969,377
C572968,-15
572986,307
C572989,-27
572990,260
C572991,-38
572992,84
C572993,-16
572994,156
C572995,-4
572996,0
572997,176
572998,36
572999,81
573000,240
573001,63
573002,3236
573003,4800
573004,300
573005,0
573006,208
573007,322
573008,84
C573010,-30
573019,200
573020,670
C573021,-90
573022,182
573023,335
C573024,-9
573025,7
573026,230
573027,424
573028,156
573029,466
C573030,-18
C573031,0
573032,81
573033,144
C573034,-24
573035,1068
573036,206
C573037,-151
573038,236
573066,85
573068,96
573069,107
573070,88
573074,474
573075,148
573076,625
573077,4161
573078,262
C573079,-8322
573080,4161
C573081,-23
573082,240
573083,821
C573084,-288
573085,628
C573086,-4
573093,84
C573092,-256
573094,213
573095,144
573096,598
C573097,-30
C573098,-17
C573099,-10
573100,272
C573101,-16
573102,241
573103,93
573104,171
C573105,-2
573106,122
573107,0
573108,188
573109,668
573110,354
573111,72
573112,132
573113,76
573114,0
573115,0
573116,222
573117,371
573118,0
573119,302
573120,0
573121,20
573122,131
573123,621
573124,96
573125,96
573126,223
573128,284
573129,96
573130,921
573131,330
573132,240
573133,256
573134,64
573135,236
573136,228
573137,1269
573138,548
573139,68
573140,340
573141,122
573142,250
573143,534
573144,36
573145,379
573146,116
C573147,-60
C573148,-19
573149,95
573150,94
573151,700
573152,149
573153,5711
573154,216
573155,604
573156,360
573157,120
573158,187
573159,144
573160,216
573161,39
573162,144
573163,278
573164,362
573165,156
573166,534
573167,36
573168,220
573169,0
573170,0
573171,108
C573172,0
573173,403
573174,5
573175,147
573176,1
573177,4
573178,234
573179,1668
C573180,-4
573181,2
573182,248
573183,215
573184,434
573185,362
C573187,-8
573195,748
573196,15
573200,60
C573219,-11
C573228,-6
573230,48
573231,48
573245,303
C573244,-18
573248,462
C573253,-3
573254,0
573255,0
573256,0
573258,0
C573257,-6
573259,0
C573260,-1
573261,0
573262,80
573263,1288
573264,461
573265,222
573266,1071
573267,75
C573268,-907
573269,186
573270,235
C573271,-2
573272,180
573273,36
573274,2128
573275,177
573276,374
573277,88
573278,376
573279,344
573280,259
573281,76
573282,80
C573283,-9
573284,82
573285,86
573286,224
573287,604
573288,290
573289,737
573290,9
573291,363
573292,180
573293,0
573294,36
573295,176
573300,345
573305,424
C573306,-15
573307,11
573308,30
573309,0
573310,8
573311,189
573313,26
573314,325
573315,191
573316,40
573317,0
573318,0
573319,224
573320,2110
C573321,-22
573322,100
573323,522
573324,144
573325,288
573326,322
573327,12
573328,180
573329,180
573330,409
573331,68
573332,96
573333,364
573334,240
573335,150
573336,94
573337,472
573338,398
573339,261
573340,231
573341,164
573342,67
573343,189
573344,123
573345,177
573346,119
573347,391
573348,117
573349,24
573350,200
573351,131
573352,72
573353,168
573354,103
573355,264
573356,182
573357,156
573358,395
573359,178
573360,128
573361,108
573362,1429
573363,274
573364,91
573365,290
573366,220
573367,329
573368,175
573369,65
573370,348
573371,240
573372,24
573373,161
573374,336
573375,458
573376,125
573377,329
573378,72
573379,340
573380,498
573381,246
573382,224
573383,120
573384,481
573385,744
573386,366
573387,115
573388,659
573389,36
573390,395
573391,384
573392,170
573393,192
573394,324
573395,240
573396,103
573397,141
573398,165
573399,207
573400,60
573401,96
573402,106
573403,36
573404,156
573405,265
573406,600
573407,274
573408,151
573409,32
573410,72
573411,264
573412,40
573413,238
573414,204
573415,496
573416,228
573417,111
573418,292
573419,184
573420,1028
573421,1024
573422,12
573423,264
573424,20
573425,110
573426,1372
C573427,-36
573428,82
573430,330
573442,152
573452,1860
573463,0
573464,204
C573471,0
573481,493
573482,0
573483,240
573484,48
573485,371
573486,187
573487,0
573488,0
573489,0
573490,0
573491,0
573492,140
573493,0
573494,0
573495,0
573496,356
573497,0
573498,0
573499,0
573500,136
573501,781
C573502,-61
573503,0
573504,326
573505,0
573507,62
573508,264
573509,230
573510,317
573511,868
573512,372
573531,196
573532,96
573540,10
C573541,-19
573542,132
573543,161
573544,268
573545,105
573546,348
573547,0
573548,514
C573549,-5942
C573550,-2185
573551,684
573552,266
573553,2398
573556,638
573564,435
573572,246
573576,4270
C573575,-606
573577,300
573578,194
573579,100
573580,964
573581,370
573582,544
573583,162
573584,1626
573585,14005
573586,15
573587,194
573588,180
573589,0
573590,0
573591,0
573592,0
573593,0
573594,0
573595,0
573596,0
573597,0
573598,0
573599,282
573600,96
573601,1839
573629,54
573632,235
573633,355
573656,363
573664,0
573665,436
573666,237
573669,2
573670,0
573672,0
573695,276
573726,0
573734,0
573744,334
573745,250
573746,384
573747,68
573748,866
573749,258
C573750,-11
573751,0
573752,0
C573753,0
C573754,-19
C573755,-1
573757,63
C573756,-48
573758,79
C573759,-6
C573760,-12
C573761,-30
573762,270
573763,502
C573764,-10
C573765,-10
C573766,0
C573767,-57
573768,120
573769,208
573770,110
C573771,-19
573772,119
573773,760
573774,418
573775,718
573776,68
573777,550
573778,1098
C573779,-88
573780,242
573808,139
573814,227
573815,0
573816,0
573822,504
573829,186
573830,115
573840,660
573841,86
573846,1232
573863,380
C573864,-11
573865,314
573866,264
573867,400
573868,295
C573869,-25
573870,128
573871,354
573872,279
573873,145
573874,307
573875,159
573876,314
573877,72
573878,112
573879,104
573880,0
573881,0
573882,0
573883,0
573884,0
573885,0
573886,128
573887,92
573888,188
573889,122
573890,23
573891,547
573892,648
573893,148
573894,36
573895,7
573896,90
573897,258
573898,168
573899,134
573900,138
573901,154
573902,286
573903,549
573904,719
573905,313
573906,162
573907,221
573908,323
573909,176
573910,272
573911,126
573912,30
573913,415
573914,237
573915,176
573916,17
573917,138
573918,99
573919,0
573920,0
573921,126
573922,64
573923,260
573924,196
C573925,-4
573926,0
573927,233
573928,384
C573929,-7
573930,35
573931,219
573932,0
573933,85
573934,226
573937,378
573945,171
C573949,-36
573955,310
573978,0
573979,0
573980,0
573981,0
573982,0
573983,0
573984,0
573985,0
573986,0
573987,0
573988,0
573989,0
573990,0
573991,0
573992,377
573993,512
573994,7
573995,0
573996,200
573999,706
C574003,-24
574009,234
C574010,-8
574011,51
574012,0
574013,220
574014,432
574015,686
574016,78
574017,112
574018,56
C574019,-120
574020,214
574021,284
574022,48
574023,431
574024,54
574025,48
C574026,-2
C574027,-128
C574028,-13
574029,636
C574030,-2
C574031,-5
574032,450
574033,242
574034,361
574035,78
574036,192
574037,36
574038,313
574039,92
574040,90
574041,0
574042,92
574043,422
574044,744
574045,352
574046,110
574047,196
574048,220
574049,1116
574050,84
574051,254
574052,100
574053,572
574054,533
574055,700
574056,2744
574058,432
C574057,-13
574059,57
574060,182
C574061,-48
574062,902
574063,93
574064,154
C574065,0
574066,296
574067,3302
574068,480
574069,404
574070,288
574071,142
574072,256
574073,0
574074,3175
574075,220
574076,2970
574077,123
C574078,-16
574079,117
574080,171
574081,237
574082,82
C574083,0
574084,219
574085,104
574086,220
574087,100
574088,271
574089,226
574090,223
574091,136
574092,3558
574093,473
574094,0
C574095,-15
574096,372
574097,550
574098,96
574099,165
574100,93
574101,0
574102,240
574103,202
574104,439
574107,144
574123,0
574133,0
C574137,-40
574138,276
574143,60
574149,635
574150,80
574154,156
574161,6
574165,112
574169,274
574170,356
574171,0
574173,0
574175,40
574176,0
574182,156
574194,262
574196,24
574198,0
574226,264
574227,346
574228,178
574233,68
574234,60
574237,324
C574238,-61
574239,296
574240,421
574241,0
574242,80
574245,24
574246,36
574247,284
C574248,-12
574249,360
574250,79
574251,227
574252,192
574253,244
574255,66
C574254,-64
574257,0
574258,102
C574259,-45
574260,296
C574261,-56
574262,389
574265,260
C574268,-5
574269,622
574270,6
574271,1000
574272,24
574273,141
574274,24
574275,240
574276,832
574277,0
574278,346
574279,127
574280,440
574281,192
574282,110
574283,8
574284,260
574285,2544
574286,90
574287,115
C574288,-14
574289,0
574290,201
C574291,-72
574292,161
574293,5130
574294,4860
574295,6428
574297,348
574298,2430
574299,238
574300,208
574301,308
574302,250
574303,330
574304,395
574305,84
574306,214
574307,92
574308,380
574309,2
574310,536
574311,782
574312,85
574313,276
574314,228
574315,471
574316,154
574317,144
C574318,-14
574319,1722
574320,0
574321,226
C574322,-240
574323,88
574324,1440
574325,384
574326,156
574327,226
574328,4594
574329,320
574330,36
574331,120
574332,646
574333,135
574334,474
574335,36
574336,888
C574337,-32
574338,216
C574339,-16
574340,113
574341,2160
574342,123
574343,218
574345,248
C574344,-262
574346,348
574348,484
C574347,-19
574349,496
C574350,0
574351,42
574352,4062
574353,245
574354,375
574355,68
574356,3448
574363,4270
574368,245
574383,71
574387,230
574393,240
C574424,-8
574428,11
574432,1
574438,0
574442,472
574444,120
574445,566
C574443,-4
574446,80
C574447,-80
574466,280
574467,40
574468,40
574469,336
574470,0
574471,254
C574472,-6
574474,187
C574473,-92
574475,108
574476,149
574477,211
574478,205
574479,117
574480,192
574481,394
574482,6
C574483,-12
574484,330
574485,404
C574486,-24
C574487,-46
C574488,-6
C574489,-50
574490,184
574491,193
C574492,-3
C574493,-40
C574494,-7
C574496,0
C574499,-7
C574500,-2
574501,205
574502,62
C574503,-2
C574504,-29
C574505,-19
574506,115
C574507,-23
574509,165
C574508,-11
C574510,-12
574511,195
C574512,-60
574513,384
574514,526
574516,0
C574515,-4
C574517,-4
574518,0
574519,8
574520,0
574521,238
574523,312
C574522,0
C574524,-29
C574525,-2
C574526,-4
C574527,-96
574528,120
574529,104
574530,129
574531,9
574532,1533
574533,480
574534,1736
574535,99
574536,188
574537,20
574544,1393
574545,676
574546,15
574547,386
C574548,-2
574549,1
574550,557
574555,113
574556,2
574557,110
C574558,-72
574559,297
574560,168
574561,2517
574573,120
574574,13
574575,310
574576,6
574577,0
574578,0
574579,0
574580,0
574581,0
574582,0
574583,0
C574584,-1482
574585,216
574586,190
574587,935
574588,72
574589,94
574590,228
574591,241
574592,108
574619,167
574624,438
574629,194
574631,448
574643,246
574653,188
574654,168
574655,184
574656,182
574657,308
574659,162
C574658,-6
574660,201
574661,338
574662,376
574663,330
574664,172
574665,108
574666,144
574667,394
574668,24
574669,147
574670,219
574671,87
574672,149
574673,184
574674,95
574675,304
574676,159
574677,161
574678,1089
574679,318
574680,462
574681,186
574682,220
574683,255
574684,776
574685,120
574686,74
574687,90
574688,4
574689,20
574690,389
574691,81
574692,101
574693,156
574694,336
574695,99
574696,155
574697,99
574698,104
574699,218
574700,873
574701,204
574702,174
574703,35
574704,552
574705,185
574706,168
574707,1672
574708,70
574709,664
574710,364
574711,66
C574712,-18
574713,187
574714,364
574715,300
574716,73
574717,236
574718,680
574719,192
574720,341
574721,219
574722,216
574723,86
574724,80
574725,110
574726,255
574727,110
574728,198
574729,18
574730,48
574731,24
574732,744
574733,1037
574734,273
574735,60
574736,92
574737,456
574738,169
574739,294
574740,4794
574741,308
574742,3
574743,213
574744,274
574745,98
574746,636
574747,206
C574748,-300
574749,362
574750,242
574751,36
574752,24
C574753,-19
574754,80
574755,310
574756,270
574757,0
574777,534
574816,0
574822,0
574824,445
574826,203
C574825,-40
574827,12
C574828,-6
574829,384
574830,222
574831,14
574832,532
574833,78
574834,612
574835,339
574836,360
574837,309
574838,140
574839,357
574840,198
574841,373
574842,94
574844,182
574846,119
C574850,-40
574852,202
574856,3691
574860,0
574861,137
574862,555
574863,489
574864,659
C574865,-15
574866,139
574867,144
574868,208
574869,202
574870,111
574871,131
C574872,-28
574873,159
574874,221
C574875,-20
C574876,-14
574877,144
574878,116
574879,72
574880,198
574881,87
574882,373
574883,118
574884,192
574885,182
C574886,-3
574887,100
574888,498
574889,156
574890,344
574891,73
574892,492
574893,103
C574894,-93
574895,374
574896,129
C574897,-5877
574898,600
574899,264
C574900,-20
574901,434
C574902,-8286
574903,209
574904,0
574905,0
574906,0
574907,504
574908,60
574909,179
574910,137
574911,86
C574912,-16
574913,88
574914,101
574915,620
574916,148
574917,276
574918,116
574919,78
574920,340
574921,560
C574922,-776
574923,127
574933,96
574934,225
574935,136
574936,83
574937,142
574938,162
574939,16
574940,166
574941,40883
574942,240
574943,48
574944,112
574945,272
C574946,-8
574947,362
574948,148
574949,134
574950,2828
574951,504
574952,124
574953,218
C574954,-28
574956,432
C574955,-113
C574957,-10
574958,140
574959,364
574960,582
574961,18
574962,1027
574963,216
574964,372
574965,164
574966,102
574967,2572
574994,108
C574999,-8
575003,319
C575004,-64
575007,252
C575013,0
575017,80
575027,80
575034,109
C575035,-11
575036,298
575037,288
575038,96
575039,198
575040,468
575041,278
C575042,-7
575043,4
C575044,-24
575045,78
575046,171
C575047,-14
575048,0
575049,402
575050,576
575051,351
C575052,-1
575053,52
575054,273
C575055,-38
575057,4
C575056,-39
575059,101
C575058,-14
575060,858
575061,104
575062,224
575063,271
C575064,-35
C575065,-19
575066,102
575067,452
575068,170
575069,173
575070,599
575071,140
575072,32
575073,481
575074,101
575075,182
575076,588
575077,202
575078,264
C575079,-14
575080,264
C575081,-17
C575082,-88
575083,84
575084,16
575085,303
575086,922
575087,221
575088,114
575089,272
575090,54
575091,279
575117,158
575125,300
575127,220
575128,327
575129,213
575130,10
575131,144
575132,236
575133,88
575134,80
575135,114
575136,309
575137,1556
575138,4985
575139,230
575140,174
575141,573
C575142,-30
575143,196
575144,438
575145,174
575146,1860
575147,288
575148,315
575149,98
C575150,-59
575151,183
575152,279
575154,172
C575153,-33
C575155,-16
C575156,-24
C575157,-24
C575158,-8
C575159,-66
C575160,-10
C575161,-20
575162,5
575163,8
575164,383
575165,72
575166,32
575167,230
575168,304
575169,442
575170,94
C575171,-4
C575172,-12
C575173,-5
C575174,0
575175,0
575176,3593
575177,2986
575178,270
575179,291
575180,288
575181,300
575182,20
575183,352
575184,324
575185,646
575186,132
575187,38
575188,272
575189,444
575190,648
575191,296
575192,168
575193,537
575194,238
575195,152
575196,80
575197,20
575198,54
575199,526
575200,12
575201,500
575202,226
575203,24
575204,72
575205,192
575206,862
575207,222
575208,0
575209,24
575210,252
575211,221
575212,206
575213,1600
575214,1398
575215,256
575216,518
575217,122
575218,216
575219,4484
575220,1400
575221,550
575222,347
C575223,-1
C575224,-1400
575255,1364
575256,432
C575257,-50
575258,136
575269,756
575287,0
575291,0
575296,0
575297,132
575298,304
575299,274
575300,230
575301,40
575302,136
575303,147
575304,6
575305,268
575312,124
575317,268
575318,280
575319,51
575320,170
575321,165
575322,266
575323,406
575324,474
575325,243
575326,282
C575327,-14
575328,1200
575329,95
575330,182
575331,728
575332,48
575333,395
575334,358
575335,2600
575336,93
575337,144
575338,14
575339,252
575340,909
C575341,-564
575342,331
575352,414
575356,40
575360,70
575366,334
575367,234
575368,195
575369,452
575370,98
575371,136
575383,48
575384,420
C575385,-16
575386,0
575387,44
575388,168
575389,23
575390,12
575391,24
575392,94
575410,350
575415,200
575418,80
575433,20
575475,326
575476,336
575477,3992
575480,149
575481,175
575482,288
575483,304
575484,360
575485,122
575486,564
575487,250
575490,91
575491,1091
575492,80
575493,179
575494,287
575495,674
575496,144
575497,24
575498,30
575499,396
575500,254
575501,236
575502,246
575503,0
575504,584
575505,0
575506,0
575507,900
575508,4720
575509,324
575510,1040
C575511,-1
575512,854
575513,0
575514,268
575515,315
575516,3093
575517,294
575518,0
575519,220
575520,164
575525,72
C575531,-16
C575537,-2
575563,142
C575565,-10
C575572,-27
C575573,-5
575574,78
C575575,-15
575576,260
C575577,-6
C575578,-6
575579,0
C575580,-9
575581,42
575582,1000
575583,179
575584,214
C575585,-5
575586,118
575587,179
C575588,-6
575589,362
C575590,-6
575591,79
C575592,-20
575593,240
575595,96
575601,67
575602,579
575603,126
575604,186
575605,228
575607,3839
C575606,-517
C575608,-42
575609,312
575610,408
575611,0
575612,733
575613,0
575614,0
575615,0
C575616,-28
575617,0
575618,84
575619,456
575620,133
575621,111
575622,207
575623,164
575624,158
575625,0
C575626,-6
575627,137
575628,117
575629,50
C575630,-24
575631,108
575632,1013
575633,128
575634,122
C575635,-973
575636,40
575637,289
C575638,-40
575639,156
575640,190
C575641,-18
575642,388
575643,298
575647,649
C575648,-16
575649,328
C575650,-3
C575651,-27
575652,432
575654,228
575655,154
C575653,-16
575656,1365
575657,96
575658,24
575659,460
575660,100
575661,254
C575662,-63
C575663,-1
C575664,-4
C575665,-4
C575666,-2
C575667,-2
575668,81
C575669,-19
C575670,-2
575671,450
C575672,-6
575673,204
575674,106
575675,1
575676,136
575677,15
575678,361
575680,374
C575679,-16
575681,229
575682,239
575683,3300
575684,146
575685,534
575686,278
575687,1955
575688,272
575689,120
575690,186
575691,152
575692,160
575693,244
575694,114
575695,178
575696,8
575697,42
575698,268
575700,260
575701,715
575702,73
575703,972
575704,0
575705,614
575706,254
575707,278
575708,40
575709,158
575710,97
575711,48
575712,0
575713,158
575714,0
575715,0
575716,0
575717,0
575718,236
575719,0
575720,0
575721,0
575722,0
575723,216
575724,428
575725,1450
575726,347
575727,114
575728,771
575729,277
575730,103
575731,131
575732,212
575733,189
575734,272
575735,274
575736,136
575737,116
575738,58
575739,3620
575740,266
575741,86
575742,252
575743,238
575744,216
575745,170
575747,412
C575746,0
575748,3919
C575749,-3
575750,280
575751,1228
C575752,-24
575753,155
575754,98
575755,130
575756,118
575757,106
575759,54
575760,373
C575763,-3
575764,26
575765,220
575766,201
575767,143
C575777,-80
575787,322
575828,162
575830,16
575837,225
575838,247
C575839,-23
575840,453
C575841,-12
575842,191
575843,99
575844,6
575845,146
575846,567
575847,118
575848,136
575849,100
575850,208
575851,128
575852,269
575853,136
575854,833
575855,154
575856,149
575866,360
575867,516
575868,402
575869,12
575870,351
575871,304
C575872,-97
575873,396
575874,104
575875,3970
575876,72
575877,368
575878,0
C575879,-1
575880,352
575881,1
575882,144
575884,292
575885,215
575886,332
575887,344
575888,54
575889,127
575890,58
575891,120
575892,151
575893,169
575894,0
575895,253
575896,811
575897,108
575898,248
575899,289
575900,20
575901,1
575902,176
575903,192
575904,134
575905,264
575906,72
575907,0
575908,132
575909,0
575910,2
575911,194
575912,0
575914,316
575915,1104
575916,114
575917,478
575918,371
575919,2493
575920,240
C575921,0
575922,316
575923,344
575924,110
575925,4
575928,6
575929,194
575930,3907
575931,330
575932,289
575933,648
575934,1
575935,248
575936,112
575937,186
575938,193
575939,209
C575940,-248
575941,130
575942,102
575943,180
575944,334
575945,288
575946,48
575947,4132
575948,98
575949,284
575950,233
575951,120
575952,94
C575953,-12
575954,293
575955,83
575956,115
575957,50
575958,25
575959,789
575960,121
575961,100
C575962,-20
C575963,-8
575964,170
575965,186
575966,76
575967,2
575968,264
575969,140
575970,280
575971,264
575972,266
575973,778
575974,24
575975,469
575976,130
575977,135
575978,416
575979,111
C575980,-26
575981,228
575982,488
575983,80
575984,136
575985,405
575986,184
575987,24
575988,92
575989,239
576014,197
576019,390
576025,94
576045,236
576050,39
576051,1468
576052,261
576053,407
576054,57
576055,192
576056,213
576057,85
576058,466
576059,296
576060,144
576061,163
576062,541
576063,266
576064,72
576065,206
576066,127
576067,244
576068,270
576069,72
576070,325
576071,161
C576072,-8
576073,113
576074,228
576075,230
576076,255
576077,55
576078,345
576079,100
576080,30
576081,190
576082,378
576083,616
576084,12
576085,156
576086,99
576087,544
576088,1170
576089,228
576090,2496
576091,234
576092,248
576093,70
576094,100
576095,162
576096,74
576097,96
576098,342
576099,206
C576108,-168
576109,0
576110,0
576111,72
576112,232
576121,224
576137,1148
576141,250
576147,940
576148,175
576172,1104
576175,204
576176,186
576179,2100
576180,870
576181,369
576182,44
C576183,-24
576184,74
576185,0
576186,238
576187,174
576188,84
576189,187
576190,103
576191,158
576192,0
576193,0
C576194,-12
C576195,-4
576196,96
C576197,0
576198,40
C576199,-27
576200,174
576201,85
576202,688
576212,438
576213,99
576214,50
576215,191
576217,150
C576216,-62
C576218,-183
576219,2128
576220,900
576221,100
576222,196
C576223,-22
576224,84
576225,30
C576226,-7
C576227,-8
576228,154
C576229,-6
C576230,-34
C576231,-11
C576232,-18
C576233,-326
576234,326
C576235,-12
576236,281
576237,54
576238,6
576239,262
C576240,-16
C576241,-20
C576242,-2
C576243,-2
576245,426
C576244,-6
576246,252
C576247,-7
576249,229
C576248,-84
576250,0
576251,292
576252,541
576253,200
576254,526
576255,261
576256,187
576257,30
576258,0
576259,328
576269,364
576274,217
576275,744
576299,0
576300,193
576301,148
576302,0
576303,276
576317,88
576318,177
576321,200
576322,248
576323,202
C576324,-19
C576325,-36
576326,222
576327,216
576328,408
576329,4029
576336,0
576339,7314
C576338,-1038
576345,537
576346,54
576347,7
C576348,-7
576349,99
C576350,0
576351,154
576352,60
576353,316
576354,624
576355,1054
576356,184
576357,246
576358,12
576359,795
576361,6
C576360,-12
576362,502
C576363,-12
576364,438
576365,39130
576366,0
576367,0
576368,0
576369,0
576370,412
576371,187
576372,578
576373,315
576374,5002
C576375,-3
576376,304
576377,48
576378,210
576379,230
576380,40
576381,308
576382,24
576383,179
576384,132
576385,28
576386,178
576387,108
576388,202
576389,850
576390,91
576391,2815
576392,258
576394,3174
C576393,-5
576395,54
576396,178
576398,175
C576397,-27
576399,234
576400,268
C576401,-12
C576402,-7
576403,61
576404,0
576405,371
576406,364
576407,0
576410,0
576411,0
C576409,-32
576412,274
576413,0
576414,0
576415,0
576419,0
576424,0
576426,0
576431,0
576436,0
576447,156
576463,278
576473,0
576503,248
576508,130
576509,0
576510,72
576511,171
576512,440
576513,201
576514,116
C576515,-16
576516,230
576517,0
576518,137
576519,136
576520,114
576521,948
576538,410
576539,109
576540,89
576543,150
576547,0
576553,114
576554,224
576555,128
576556,204
576557,62
576558,240
576559,209
576560,164
C576561,-31
576562,96
576563,166
576564,241
576566,0
C576565,-38
576567,81
576568,167
576569,0
576570,138
576571,280
576572,199
576573,52
576574,623
576575,244
C576576,-1
576577,132
576578,0
576580,0
576581,431
576585,0
576586,240
576587,180
576588,3
576589,270
576590,1521
576591,120
576592,352
576593,457
576594,0
576595,284
576596,80
576597,727
576598,290
576599,533
576600,288
576601,64
576602,702
576603,433
576604,628
576605,198
576606,188
576607,511
576608,288
576609,164
576610,0
576611,307
576612,4
576613,268
576614,182
576615,271
576616,228
576617,4247
576618,4178
576619,0
576620,0
576622,86
576623,1040
576624,296
576625,106
576626,264
576627,298
576628,177
576629,504
576630,128
576631,116
576632,0
576633,288
576634,72
576635,386
576636,96
576637,174
576638,161
576639,211
576640,108
576641,42
576642,94
576643,0
576644,5220
576645,386
576646,226
C576647,-2
576648,362
576649,99
576650,1232
576651,502
576652,101
576653,3120
576654,122
576655,352
576656,24
576657,276
576658,214
576659,21
576660,270
576661,100
576662,0
576663,176
576664,161
576665,663
576666,4
576667,352
576668,304
576669,66
576671,30
C576670,-12
576672,1136
576673,0
576674,0
576675,0
576676,145
576677,271
576684,490
576686,231
576687,119
576688,1442
576689,150
576690,237
576691,192
576692,132
576693,396
576694,216
576695,131
576696,450
576704,146
576734,128
576736,264
576758,219
576762,0
576763,0
576764,0
576765,0
576766,0
576767,0
576768,836
576769,60
576770,155
576771,458
576772,314
576773,0
576774,208
576775,400
576776,0
576777,0
576778,161
576779,803
576780,284
576781,104
576782,340
576783,321
576784,298
C576785,-40
576786,134
576787,714
576789,18
C576788,-28
576790,63
576791,144
576792,87
576809,204
C576816,-18
576824,306
576826,36
576827,0
576828,56
576829,146
576830,196
C576831,-1040
576832,162
576833,64
576834,270
576835,0
576836,324
576837,5190
576838,254
576839,0
576840,4703
576841,90
576842,210
576843,0
576844,656
576845,164
576846,362
576847,228
576848,196
576849,19
C576850,-30
576851,152
576852,216
576853,45
576854,24
576855,120
C576856,-12
576857,159
C576858,-21
576859,400
576860,477
576861,66
576862,223
576863,192
576864,116
576865,78
C576866,-12
576867,220
C576868,-2
576869,594
C576870,-6
C576871,-26
576872,267
576873,41
576874,137
576875,320
576876,313
576877,0
576878,60
576879,365
576880,263
576881,296
576888,202
576889,255
576890,198
576891,108
576892,54
576893,118
576894,247
576895,54
576896,128
576897,678
C576898,-130
576899,604
576900,246
576901,152
576902,80
C576903,-25
576904,178
576905,200
576906,354
576907,148
C576908,-6
576909,846
576910,1783
576911,199
576912,240
576913,36
576914,30
576915,12
576916,274
576917,228
C576918,-7
C576919,-26
576920,406
576922,0
C576921,-20
576923,3764
576924,370
C576925,-9
576926,372
576927,1166
576928,140
576929,102
576930,232
576931,102
576932,363
576933,202
576941,516
576948,408
576958,9
576971,202
C576968,-35
C576974,-10
576984,196
576995,202
577000,240
577008,85
